"author_of_the_papers","year_of_publishing","paper_heading","mammal_species","mammal_group","country","BIOME_NAME","ECO_NAME","REALM","SHAPE_LENG","SHAPE_AREA","geometry"
"Menon & Poirier 1995",1995,"Lion-Tailed Macaques (Macaca silenus) in a Disturbed Forest Fragment: Activity Patterns and Time Budget","Lion-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.99577222, 10.65301111)
"Menon, Shaily A 1993",1993,"Ecology and conservation o f the endangered lion-tailed m acaque (Maeaea silcnus) in th e landscape m osaic of the W estern G hats","Lion-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.99577222, 10.65301111)
"Mety et al 2023",2023,"Food plants of Asian elephant (Elephas maximus) in Bonai Forest Division, Odisha, India","Elephant","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","North Deccan dry deciduous forests","Indomalayan",16.1764445949,5.03601251147,c(84.82550833, 21.81179722)
"Mewada & Dharaiya 2010",2010,"SEASONAL DIETARY COMPOSITION OF SLOTH BEAR (Melursus ursinus) IN THE RESERVE FOREST OF VIJAYNAGAR, NORTH GUJARAT, INDIA","Sloth bear","Carnivore","India","Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests","Indomalayan",30.9183998667,23.7341991774,c(73.36018056, 24.00705833)
"Mewada 2015",2015,"Index of Relative Importance of the Dietary Proportions of Sloth Bear (Melursus ursinus) in Semi-Arid Region","Sloth bear","Carnivore","India","Deserts & Xeric Shrublands","Aravalli west thorn scrub forests","Indomalayan",121.583472918,44.7386078271,c(72.35146111, 24.31397222)
"Mewada et al 2019",2019,"Fruiting Species Influence the Seasonal Use of the Habitat by Sloth Bear in and around Balaram Ambaji Wildlife Sanctuary, Gujarat, India","Sloth bear","Carnivore","India","Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests","Indomalayan",30.9183998667,23.7341991774,c(72.64284444, 24.35618056)
"Mise et al 2016",2016,"Comparing methods of acquiring mammalian endozoochorous seed dispersal distance distributions","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.47867222, 35.68395556)
"Moorthi & Srimathi 2018",2018,"POPULATION STRUCTURE, DISTRIBUTION AND FEEDING HABITAT OF BONNET MACAQUE (MACACA RADIATA) IN KANYAKUMARI WILDLIFE SANCTUARY, WESTERN GHATS, TAMIL NADU, INDIA","Bonnet macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.408225, 8.48766666999999)
"Mori et al 2019",2019,"Dietary specialization depending on ecological context and sexual differences in Asiatic black bears","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(137.67770556, 35.69406667)
"Mudappa et al 2010",2010,"Diet and fruit choice of the brown palm civet Paradoxurus jerdoni, a viverrid endemic to the Western Ghats rainforest, India","Brown palm civet","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(77.38795556, 8.59663333)
"Mukherjee 1978",1978,"Further Observations on the Golden Langur (Presbytis geei KI-IAJURIA, 1956), with a Note to Capped Langur (Presbytis pileatus BLYa'H, 1843) of Assam","Capped langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(90.28301389, 26.2513)
"Mukherjee 1978",1978,"Further Observations on the Golden Langur (Presbytis geei KI-IAJURIA, 1956), with a Note to Capped Langur (Presbytis pileatus BLYa'H, 1843) of Assam","Golden langur","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(90.28301389, 26.2513)
"Nadeem et al 2012",2012,"Season- and locality-related changes in the diet of Asiatic jackal (Canis aureus) in Potohar, Pakistan","Golden Jackal","Carnivore","Pakistan","Deserts & Xeric Shrublands","Baluchistan xeric woodlands","Palearctic",112.211253187,27.0215269751,c(72.72846944, 32.64689722)
"Nagarkoti & Thapa 2007",2007,"FOOD HABITS OF BARKING DEER (MUNTIACUS MUNTJAC) IN THE MIDDLE HILLS OF NEPAL","Indian barking deer","Herbivore","Nepal","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(85.256725, 27.72698056)
"Nakabyashi 2016",2016,"Fruit selection of a binturong (Arctictis binturong) by focal animal sampling in Sabah, Malaysian Borneo","Binturong","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(116.79678611, 5.42040555999999)
"Nakabyashi 2020",2020,"List of food plants of four sympatric Paradoxuriane civet species based on eight-year records on Borneo","Binturong","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(116.79678611, 5.42040555999999)
"Nakabyashi 2020",2020,"List of food plants of four sympatric Paradoxuriane civet species based on eight-year records on Borneo","Common palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(116.79678611, 5.42040555999999)
"Nakabyashi 2020",2020,"List of food plants of four sympatric Paradoxuriane civet species based on eight-year records on Borneo","Masked palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(116.79678611, 5.42040555999999)
"Nakabyashi 2020",2020,"List of food plants of four sympatric Paradoxuriane civet species based on eight-year records on Borneo","Small toothed palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(116.79678611, 5.42040555999999)
"Nakabyashi et al 2012",2012,"An observation of several Common Palm Civets Paradoxurus hermaphroditus at a fruiting tree of Endospermum diadenum in Tabin Wildlife Reserve, Sabah, Malaysia: comparing feeding patterns of frugivorous carnivorans","Common palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(118.7198, 5.21442222)
"Nakabyashi et al 2016",2016,"Behavioral feeding strategy of frugivorous civets in a Bornean rainforest","Binturong","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(117.68924444, 4.96183889)
"Nakabyashi et al 2016",2016,"Behavioral feeding strategy of frugivorous civets in a Bornean rainforest","Common palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(117.68924444, 4.96183889)
"Nakabyashi et al 2016",2016,"Behavioral feeding strategy of frugivorous civets in a Bornean rainforest","Small toothed palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(117.68924444, 4.96183889)
"Nakabyashi et al 2019",2019,"Limited directed seed dispersal in the canopy as one of the determinants of the low hemiepiphytic figs’ recruitments in Bornean rainforests","Binturong","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(117.68924444, 4.96183889)
"Nakajima et al 2018",2018,"Feeding habits of Asian black bears (Ursus thibetanus) in relation to the abundance and timing of fruiting in 13 tree species","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.04416944, 36.64615278)
"Nakamura et al 2013",2013,"Determinant factors in the seedling establishment of Pasania edulis (Makino) Makino","European Badger","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(130.87785833, 31.39397222)
"Nakamura et al 2013",2013,"Determinant factors in the seedling establishment of Pasania edulis (Makino) Makino","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(130.87785833, 31.39397222)
"Nakashima & Matsubayashi 2008",2008,"Seed Dispersal by Mammals in Different Harvesting Intensities with Reduced-Impact and ConventionalLogging in Sabah, Malaysia","Civet sp","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(117.40865, 5.35335278)
"Nakashima & Matsubayashi 2008",2008,"Seed Dispersal by Mammals in Different Harvesting Intensities with Reduced-Impact and ConventionalLogging in Sabah, Malaysia","Common palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(117.40865, 5.35335278)
"Nakashima & Matsubayashi 2008",2008,"Seed Dispersal by Mammals in Different Harvesting Intensities with Reduced-Impact and ConventionalLogging in Sabah, Malaysia","Sunbear","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(117.40865, 5.35335278)
"Nakashima & Sukor 2010",2010,"Importance of common palm civets (Paradoxurus hermaphroditus) as a long-distance disperser for large-seeded plants in degraded forests","Common palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(118.7198, 5.21428333)
"Nakashima et al 2008",2008,"A Study of Fruit–Frugivore Interactions in Two Species of Durian (Durio, Bombacaceae) in Sabah, Malaysia","Sunbear","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(117.40865, 5.35335278)
"Nakashima et al 2010 a",2010,"High Potential of a Disturbance-Tolerant Frugivore, the Common Palm Civet Paradoxurus hermaphroditus (Viverridae), as a Seed Disperser for Large-Seeded Plants","Common palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(118.7198, 5.21428333)
"Nakashima et al 2010 b",2010,"Functional uniqueness of a small carnivore as seed dispersal agents: a case study of the common palm civets in the Tabin Wildlife Reserve, Sabah, Malaysia","Common palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(118.7198, 5.21428333)
"Naoe et al 2016",2016,"Mountain-climbing bears protect cherry species from global warming through vertical seed dispersal","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Naoe et al 2019",2019,"Downhill seed dispersal by temperate mammals: a potential threat to plant escape from globalwarming","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Naoe et al 2019",2019,"Downhill seed dispersal by temperate mammals: a potential threat to plant escape from globalwarming","Japanese macaque","Primate","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Naoe et al 2019",2019,"Downhill seed dispersal by temperate mammals: a potential threat to plant escape from globalwarming","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Naoe et al 2019",2019,"Downhill seed dispersal by temperate mammals: a potential threat to plant escape from globalwarming","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Nautiyal 2015",2015,"“Life in the extreme: Time-activity budgets and foraging ecology of Central Himalayan Langur (Semnopithecus schistaceus) in the Kedarnath Wildlife Sanctuary, Uttarakhand India”","Nepal gray langur ","Primate","India","Montane Grasslands & Shrublands","Western Himalayan alpine shrub and meadows","Palearctic",63.3718427095,6.58596761239,c(79.06450556, 30.75344722)
"Neha et al 2020",2020,"Feeding Behavior of the Western Hoolock Gibbon (Hoolock hoolock) in Bangladesh: Response to Temporal Variation of Food Sources","Western hoolock gibbon","Primate","Bangladesh","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(91.44458889, 24.12464444)
"Nekaris & Rasmunssen 2003",2003,"Diet and Feeding Behavior of Mysore Slender Lorises","Slender loris","Primate","India","Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests","Indomalayan",18.0744103721,6.79462131066,c(78.16099722, 10.48691389)
"Newton 1984",1984,"THE ECOLOGY AND SOCIAL ORGANISATION OP HANUMAN LANGURS (Presbytis entellus Dufresne, 1797) IN KANHA TIGER RESERVE, CENTRAL INDIAN HIGHLANDS. THE ECOLOGY AND SOCIAL ORGANISATION OP HANUMAN LANGURS (Presbytis entellus Dufresne, 1797) IN KANHA TIGER RESERVE, CENTRAL INDIAN HIGHLANDS.","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(80.58642778, 22.29949444)
"Newton 1989",1989,"Associations between Langur Monkeys (Presbytis en tellus) and Chital Deer (Axis axis): Chance Encounters or a Mutualism?","Golden Jackal","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(80.58642778, 22.29949444)
"Newton 1989",1989,"Associations between Langur Monkeys (Presbytis en tellus) and Chital Deer (Axis axis): Chance Encounters or a Mutualism?","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(80.58642778, 22.29949444)
"Newton 1989",1989,"Associations between Langur Monkeys (Presbytis en tellus) and Chital Deer (Axis axis): Chance Encounters or a Mutualism?","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(80.58642778, 22.29949444)
"Newton 1989",1989,"Associations between Langur Monkeys (Presbytis en tellus) and Chital Deer (Axis axis): Chance Encounters or a Mutualism?","Swamp deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(80.58642778, 22.29949444)
"Newton 1989",1989,"Associations between Langur Monkeys (Presbytis en tellus) and Chital Deer (Axis axis): Chance Encounters or a Mutualism?","Wild pig","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(80.58642778, 22.29949444)
"Newton 1992",1992,"Feeding and Ranging Patterns of Forest Hanuman Langurs (Presbytis enteUus)","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(80.58642778, 22.29949444)
"Ni et al 2014",2014,"Dietary Variability in the Western Black Crested Gibbon (Nomascus concolor) Inhabiting an Isolated and Disturbed Forest Fragment in Southern Yunnan, China","Black-crested gibbon","Primate","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(102.98155833, 22.92904722)
"Nimisha & Sreekumar 2023",2023,"Frugivory, predation, and seed dispersal in Elaeocarpus munronii (Wight) Mast. (Elaeocarpaceae) -a near threatened species of the Western Ghats, India","Brown palm civet","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(77.03663333, 10.14539167)
"Nimisha & Sreekumar 2023",2023,"Frugivory, predation, and seed dispersal in Elaeocarpus munronii (Wight) Mast. (Elaeocarpaceae) -a near threatened species of the Western Ghats, India","Indian barking deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(77.03663333, 10.14539167)
"Nimisha & Sreekumar 2023",2023,"Frugivory, predation, and seed dispersal in Elaeocarpus munronii (Wight) Mast. (Elaeocarpaceae) -a near threatened species of the Western Ghats, India","Lion-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(77.03663333, 10.14539167)
"Nimisha & Sreekumar 2023",2023,"Frugivory, predation, and seed dispersal in Elaeocarpus munronii (Wight) Mast. (Elaeocarpaceae) -a near threatened species of the Western Ghats, India","Nilgiri langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(77.03663333, 10.14539167)
"Nimisha & Sreekumar 2023",2023,"Frugivory, predation, and seed dispersal in Elaeocarpus munronii (Wight) Mast. (Elaeocarpaceae) -a near threatened species of the Western Ghats, India","Wild pig","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(77.03663333, 10.14539167)
"Nurivanto et al 2016",2016,"FEEDING HABITS OF PACK LIVING DHOLE (Cuon alpinus) IN A DRY DECIDUOUS FOREST OF EAST JAVA, INDONESIA","Dhole","Carnivore","Indonesia","Tropical & Subtropical Moist Broadleaf Forests","Eastern Java-Bali rain forests","Indomalayan",40.6346349072,4.39738052668,c(114.38755, -7.83116111)
"Oates et al 1980",1980,"Food Selection by the South Indian Leaf-Monkey, Presbytis johnii, in Relation to Leaf Chemistry","Nilgiri langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(77.24604722, 8.61630556)
"Omori & Hosoi 2021",2021,"Contribution of Acorn Masting to Food Composition and Body Condition of and Crop Damage by Wild Boars (Sus scrofa) Inhabiting Evergreen Forests in Japan","Wild pig","Herbivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(131.521275, 34.27967778)
"Ong 2020",2020,"The Ecological Functions of Asian Elephants in the Sundaic Rainforest: Herbivory and Seed Dispersal","Elephant","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Peninsular Malaysian rain forests","Indomalayan",74.5838730257,10.1775849222,c(102.13476667, 3.51208610999999)
"Ong et al 2019",2019,"Elephant frugivory and wild boar seed predation of Irvingia malayana, a large-fruited tree, in a rainforest of Peninsular Malaysia","Elephant","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Peninsular Malaysian rain forests","Indomalayan",74.5838730257,10.1775849222,c(101.34768889, 5.54981110999999)
"Ong et al 2019",2019,"Elephant frugivory and wild boar seed predation of Irvingia malayana, a large-fruited tree, in a rainforest of Peninsular Malaysia","Wild pig","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Peninsular Malaysian rain forests","Indomalayan",74.5838730257,10.1775849222,c(101.34768889, 5.54981110999999)
"Osugi et al 2020",2020,"What determines the seedling viability of different tree species in raccoon dog latrines?","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.47863056, 35.67622778)
"Otani 2002",2002,"Seed dispersal by Japanese marten Martes melampus in the subalpine shrubland of northern Japan","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(137.50734722, 35.97445833)
"Pal et al 2018",2018,"Extractive foraging and tool-aided behaviors in the wild Nicobar long-tailed macaque (Macaca fascicularis umbrosus)","Nicobar long tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Nicobar Islands rain forests","Indomalayan",5.49588575072,0.138326070719,c(93.78415, 7.03462778)
"Palei et al 2013",2013,"Dry Season Diet of the Sloth Bear (Melursus ursinus) in Hadagarh Wildlife Sanctuary, Eastern India","Sloth bear","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(86.28893889, 21.27969722)
"Pan et al 2016",2016,"Seed handling by primary frugivores differentially influence post-dispersal seed removal of Chinese yew by ground-dwelling animals","Masked palm civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Jian Nan subtropical evergreen forests","Indomalayan",104.090702437,59.7450225006,c(117.01079444, 25.37873889)
"Panda & Behera 2022",2022,"Study on Seed Dispersal Potentiality of Asian Elephant (Elephas maximus) in the Northern Odisha, India","Elephant","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(86.75672222, 21.46188056)
"Patwardhan et al 2016",2016,"Distribution and population status of threatened medicinal tree Saraca asoca (Roxb.) De Wilde from Sahyadri Konkan ecological corri","Bonnet macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(73.44069167, 18.23346667)
"Pia sethi",NA,"CONSEQUENCES OF HORNBILL DECLINES FOR SEED DISPERSAL AND TROPICAL TREE REGENERATION IN THE INDIAN EASTERN HIMALAYAS","Rhesus macaque","Primate","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(92.98934722, 26.95354167)
"Polak et al 2014",2014,"Redundancy in seed dispersal by three sympatric ungulates: a reintroduction perspective","Dorcas Gazelle","Herbivore","Israel","Deserts & Xeric Shrublands","Arabian desert","Palearctic",442.45207258,72.6922211602,c(34.95066111, 30.13087778)
"Polak et al 2014",2014,"Redundancy in seed dispersal by three sympatric ungulates: a reintroduction perspective","Oryx","Herbivore","Israel","Deserts & Xeric Shrublands","Arabian desert","Palearctic",442.45207258,72.6922211602,c(34.95066111, 30.13087778)
"Polak et al 2014",2014,"Redundancy in seed dispersal by three sympatric ungulates: a reintroduction perspective","Wild Ass","Herbivore","Israel","Deserts & Xeric Shrublands","Arabian desert","Palearctic",442.45207258,72.6922211602,c(34.95066111, 30.13087778)
"Prasad 2010",2010,"Seed Dispersal in the Tropical Dry Forests of Mudumalai, southern India","Bonnet macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.53455, 11.56229167)
"Prasad 2010",2010,"Seed Dispersal in the Tropical Dry Forests of Mudumalai, southern India","Civet sp","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.53455, 11.56229167)
"Prasad 2010",2010,"Seed Dispersal in the Tropical Dry Forests of Mudumalai, southern India","Deer sp","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.53455, 11.56229167)
"Prasad 2010",2010,"Seed Dispersal in the Tropical Dry Forests of Mudumalai, southern India","Elephant","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.53455, 11.56229167)
"Prasad 2010",2010,"Seed Dispersal in the Tropical Dry Forests of Mudumalai, southern India","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.53455, 11.56229167)
"Prasad 2010",2010,"Seed Dispersal in the Tropical Dry Forests of Mudumalai, southern India","Sloth bear","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.53455, 11.56229167)
"Prasad et al 2004",2004,"Frugivory of Phyllanthus emblica at Rajaji National Park, northwest India","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests","Indomalayan",24.6778177066,23.8953596754,c(78.15239722, 30.01541944)
"Prasad et al 2006",2006,"Ruminant-mediated Seed Dispersal of an Economically Valuable Tree in Indian Dry Forests1","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests","Indomalayan",24.6778177066,23.8953596754,c(78.15239722, 30.01541944)
"Prasad et al 2010",2010,"Who really ate the fruit? A novel approach to camera trapping for quantifying frugivory by ruminants","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.53455, 11.56229167)
"Prasad et al 2020",2020,"Residential Population Structure and Abundance of Nilgai, Boselaphus tragocamelus, (Pallas) in Bihar, India","Nilgai","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(84.15001667, 25.55011389)
"Prasanai et al 2011",2011,"Forage Species of Hog Deer (Axis porcinus) in Phu Khieo Wildlife Sanctuary, Chaiyaphum Province, Thailand","Hog deer","Herbivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Luang Prabang montane rain forests","Indomalayan",24.4819812479,6.12632229231,c(101.57028333, 16.38652778)
"Prerna et al 2015",2015,"Diet composition of Golden Jackals Canis aureus (Mammalia: Carnivora: Canidae) in Van Vihar National Park, India, a small enclosed area","Golden Jackal","Carnivore","India","Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests","Indomalayan",37.9947214682,14.9063863513,c(77.36643056, 23.23221389)
"Priyadarshini et al 2021",2021,"The reproductive phenology of blackbuck: influence of seasonal nutritional resources and flexible lactation as an adaptive strategy","Blackbuck","Herbivore","India","Deserts & Xeric Shrublands","Aravalli west thorn scrub forests","Indomalayan",121.583472918,44.7386078271,c(72.02046111, 22.04394444)
"Punekar 2002",2002,"Some food plants of Hanuman Langur Semnopithecus entellus (Dufresne) in the western ghats of Maharashtra, India","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(73.409075, 18.755725)
"Puri et al 2019",2019,"Functional Role of Elephants in Maintaining Forest Ecosystem and Biodiversity: Lessons from Northwestern Elephant Range in India","Elephant","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests","Indomalayan",24.6778177066,23.8953596754,c(78.15239722, 30.01541944)
"Radhakrishna & Kumara 2010",2010,"Behavioural variation in the Mysore slender loris Loris lydekkerianus lydekkerianus","Slender loris","Primate","India","Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests","Indomalayan",18.0744103721,6.79462131066,c(78.00598056, 10.35088056)
"Rahman et al 2015",2015,"FEEDING ECOLOGY OF THE NORTHERN PLAINS SACRED LANGUR Semnopithecus entellus (DUFRESNE) IN JESSORE, BANGLADESH: DIETARY COMPOSITION, SEASONAL AND AGE-SEX DIFFERENCES","Hanuman langur","Primate","Bangladesh","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.21938056, 22.90546389)
